record_number,name_en,name_fr,document_types_en,document_types_fr
HICC CIP 100,Canada Public Transit Fund,Fonds pour le transport en commun du Canada,"Agreements, applicant guides, audit reports, business cases, briefing notes, Cabinet documents, capital application forms, contribution agreements and amendments, correspondence, environmental and parliamentary petitions dashboards, environmental assessments, financial claims, financial management reports, grant agreements, guidelines, Indigenous consultations, issue briefs, legal advice, legislation tracker, management control frameworks, media tracker, meeting agendas, meeting minutes, memorandum of understanding, milestone tracker, ministerial recommendations, news releases, notes to file, payment documentation, performance measurement framework, planning application forms, presentations, process flow diagram, progress reports, project reviews and evaluations, project submissions, questions and answers, records of decision, reports, risk and audit frameworks, risk assessments, scenario notes, site visit reports, standard operating procedures, procurement tracker, statement of work, operational templates, question period cards, standard responses, summaries, terms and conditions, terms of reference, Treasury Board submissions.","Ententes, guides de demandeur, rapports de vérification, analyses de rentabilité, notes d'information, documents du Cabinet, formulaires de demandes de capitaux, ententes de contribution et modifications, correspondance, tableaux de bord des pétitions environnementales et parlementaires, évaluations environnementales, créances, rapports sur la gestion financière, ententes de subvention, lignes directrices, consultations auprès des autochtones, notes sur les enjeux, avis juridiques, suivi de législation, cadres de contrôle de gestion, suivi de médias, ordres du jour de réunions, procès-verbaux de réunions, protocoles d'entente, suivi de jalon, recommandations ministérielles, communiqués de presse, notes au dossier, documents de paiement, cadre de mesure du rendement, formulaires de demande de planification, présentations, diagrammes des opérations, rapports d'étape, examens et évaluations de projet, présentations de projets, questions et réponses, comptes rendus de décisions, rapports, cadres de risques et de vérification, évaluations des risques, notes de scénario, rapports de visite des lieux, procédures opérationnelles normalisées, suivi des achats, énoncés de travail, schémas d'opération, fiches pour les périodes de questions, réponses standards, résumés, modalités, mandats, présentations au Conseil du Trésor."
HICC CIP 060,Investing in Canada Infrastructure Program – Public Transit Infrastructure Stream,Programme d'infrastructure Investir dans le Canada – volet Infrastructures du transport en commun,"Audit reports, backgrounders, briefing notes, business cases, Cabinet documents, correspondence, delegation of authority, duty-to-consult determinations, environmental assessments, evaluation reports, financial management reports, guidelines, Integrated Bilateral Agreements and amendments, legal advice, media analyses, media lines, meeting agendas, meeting minutes, monitoring reports, news releases, payment documentation, plans, presentations, procedures, program policies, project and reporting data, project reviews and approvals, project submissions, questions and answers, records of decision, reports, risk assessments, statistical reports, templates, terms and conditions, terms of reference, training materials, Treasury Board submissions.","Rapports de vérification, documents d'information, notes d'information, analyses de rentabilité, documents du Cabinet, correspondance, délégations de pouvoirs, analyses sur l'obligation de consulter, évaluations environnementales, rapports d'évaluation, rapports sur la gestion financière, lignes directrices, ententes bilatérales intégrées et modifications, avis juridiques, analyses médiatiques, infocapsules, ordres du jour de réunions, procès-verbaux de réunions, rapports de suivi, communiqués de presse, documents de paiement, plans, présentations, procédures, politiques de programme, données relatives aux projets et aux rapports, examens et approbations de projet, présentations de projets, questions et réponses, comptes rendus de décisions, rapports, évaluations des risques, rapports statistiques, gabarits, modalités, mandats, matériels de formation, présentations au Conseil du Trésor."
HICC CIP 170,Clean Water and Wastewater Fund,Fonds pour l'eau potable et le traitement des eaux usées,"Audit reports, briefing notes, business cases, Cabinet documents, contribution agreements and amendments, correspondence, delegations of authority, environmental assessments and reports, financial claims and payments, financial management reports, guidelines, issues notes, legal advice, media analyses, media lines, meeting agendas and minutes, memoranda, monitoring reports, news releases, payment requisitions, plans, presentations, procedures, program control frameworks, project reviews, project risk analyses, question period cards, receipts and vouchers, records of decision, records of discussion, statements, terms and conditions, Treasury Board submissions.","Rapports de vérification, notes d'information, analyses de rentabilité, documents du Cabinet, ententes de contribution et modifications, correspondance, délégations de pouvoirs, évaluations et rapports environnementaux, créances et paiements, rapports sur la gestion financière, lignes directrices, notes sur les enjeux, avis juridiques, analyses médiatiques, infocapsules, ordres du jour et procès-verbaux de réunions, notes de service, rapports de suivi, communiqués de presse, demandes de paiement, plans, présentations, procédures, cadres de gestion de programme, examens de projet, analyses des risques liés aux projets, fiches pour les périodes de questions, reçus et récépissés, comptes rendus de décisions, comptes rendus de discussions, relevés, modalités, mandats, présentations au Conseil du Trésor."
HICC CIP 320,Investing in Canada Infrastructure Program – Green Infrastructure Stream,Programme d'infrastructure Investir dans le Canada – volet Infrastructures vertes,"Audit reports, backgrounders, briefing notes, business cases, Cabinet documents, correspondence, delegation of authority, duty-to-consult determinations, environmental assessments, evaluation reports, financial management reports, guidelines, Integrated Bilateral Agreements and amendments, legal advice, media analyses, media lines, meeting agendas, meeting minutes, monitoring reports, news releases, payment documentation, plans, presentations, procedures, program policies, project and reporting data, project reviews and approvals, project submissions, questions and answers, records of decision, reports, risk assessments, statistical reports, templates, terms and conditions, terms of reference, training materials, Treasury Board submissions.","Rapports de vérification, documents d'information, notes d'information, analyses de rentabilité, documents du Cabinet, correspondance, délégations de pouvoirs, analyses sur l'obligation de consulter, évaluations environnementales, rapports d'évaluation, rapports sur la gestion financière, lignes directrices, ententes bilatérales intégrées et modifications, avis juridiques, analyses médiatiques, infocapsules, ordres du jour de réunions, procès-verbaux de réunions, rapports de suivi, communiqués de presse, documents de paiement, plans, présentations, procédures, politiques de programme, données relatives aux projets et aux rapports, examens et approbations de projet, présentations de projets, questions et réponses, comptes rendus de décisions, rapports, évaluations des risques, rapports statistiques, gabarits, modalités, mandats, matériels de formation, présentations au Conseil du Trésor."
HICC CIP 180,Green Infrastructure Fund,Fonds pour l'infrastructure verte,"Audit reports, briefing notes, budget proposals, business cases, Cabinet documents, contribution agreements and amendments, correspondence, delegations of authority, duty to consult determinations, engineer certificates of work, environmental assessments, evaluation reports, financial claims and payments documents, financial management reports, guidelines, issues notes, legal advice, media analyses, media lines, meeting agendas and minutes, memoranda of understanding, milestone completion and declarations of substantial completion, monitoring reports (progress and final reports), news releases, plans, presentations, procedures, program control and risk frameworks, project and reporting data, project reviews, project risk analyses, question period cards, records of decision, records of discussion, scenario notes, site visit reports, speeches, statements, studies, terms and conditions, Treasury Board submissions.","Rapports de vérification, notes d'information, propositions budgétaires, analyses de rentabilité, documents du Cabinet, ententes de contribution et modifications, correspondance, délégations de pouvoirs, analyses sur l'obligation de consulter, certificats d'ingénieurs attestant de l'achèvement des travaux, évaluations environnementales, rapports d'évaluation, documents relatifs aux créances et paiements, rapports sur la gestion financière, lignes directrices, notes sur les enjeux, avis juridiques, analyses médiatiques, infocapsules, ordres du jour et procès-verbaux de réunions, protocoles d'entente, étapes clés et déclarations d'achèvement substantiel, rapports de suivi (rapports d'étape et rapports finaux), communiqués de presse, plans, présentations, procédures, cadres de contrôle et de risque de programmes, données relatives aux projets et aux rapports, examens de projet, analyses des risques liés aux projets, fiches pour les périodes de questions, comptes rendus de décisions, comptes rendus de discussions, notes de scénario, rapports de visite des lieux, discours, relevés, études, modalités, présentations au Conseil du Trésor."
HICC CIP 040,Disaster Mitigation and Adaptation Fund,,"Application forms, audit reports, briefing notes, Cabinet documents, contracts and scopes of work, contribution agreements and amendments, correspondence, delegation of authority, environmental assessments and reports, evaluation reports, financial claims and payments, guidelines, Indigenous consultations, legal advice, financial management reports, media analyses, media lines, meeting agendas and minutes, memoranda of understanding, ministerial recommendations, monitoring reports, news releases, payment documentation, plans, presentations, procedures, program control frameworks, project and reporting data, project submissions, project reviews, question period cards, questions and answers, records of decision, risk and audit frameworks, risk assessments, social media postings, speaking notes, speeches, templates, terms of reference, Treasury Board submissions.",
HICC PRB 030,Supporting Climate Resilient Infrastructure Initiative – Climate Toolkit,,"Backgrounders, briefing notes, Cabinet documents, contracts, correspondence, guidelines, invoices, issues notes, key messages, lessons learned reports, meeting agenda and minutes, memoranda, memoranda of understanding, news releases, plans, policies, presentations, publications, question period cards, records of decision, reports, scenario notes, speaking notes, terms of reference, Treasury Board submissions.",
HICC CIP 090,Natural Infrastructure Fund,Fonds pour l'infrastructure naturelle,"Application forms, audit reports, briefing notes, Cabinet documents, contracts and scopes of work, correspondence, delegations of authority, environmental assessments and reports, evaluation reports, financial claims and payments, financial management reports, funding agreements and amendments, guidelines, Indigenous consultations, legal advice, media analyses, media lines, meeting agendas and minutes, memoranda of understanding, ministerial recommendations, monitoring reports, news releases, payment documentation, plans, presentations, procedures, program control frameworks, project and reporting data, project reviews, project submissions, questions and answers, question period cards, records of decision, risk and audit frameworks, risk assessments, social media postings, speaking notes, speeches, templates, terms of reference, Treasury Board submissions.","Formulaires de demande, rapports de vérification, notes d'information, documents du Cabinet, contrats et portées des travaux, correspondance, délégations de pouvoirs, évaluations et rapports environnementaux, rapports d'évaluation, créances et paiements, rapports sur la gestion financière, ententes de contribution et modifications, lignes directrices, consultations auprès des autochtones, avis juridiques, analyses médiatiques, infocapsules, ordres du jour et procès-verbaux de réunions, protocoles d'entente, recommandations ministérielles, rapports de suivi, communiqués de presse, documents de paiement, plans, présentations, procédures, cadres de gestion de programme, données relatives aux projets et aux rapports, présentations de projets, examens de projet, questions et réponses, fiches pour les périodes de questions, comptes rendus de décisions, cadres de risques et de vérification, évaluations des risques, affichages dans les médias sociaux, notes d'allocution, discours, gabarits, mandats, présentations au Conseil du Trésor."
HICC HHB 130,Build Communities Strong Fund,Fonds pour bâtir des collectivités fortes,"Application forms, audit reports, briefing notes, Cabinet documents, contracts and scopes of work, correspondence, delegation of authority, environmental assessments and reports, evaluation reports, financial claims and payments, financial management reports, funding agreements and amendments, guidelines, Indigenous consultations, legal advice, media analyses, media lines, meeting agendas and minutes, memoranda of understanding, ministerial recommendations, monitoring reports, news releases, payment documentation, plans, presentations, procedures, program control frameworks, project and reporting data, project reviews, project submissions, question period cards, questions and answers, records of decision, risk and audit frameworks, risk assessments, social media postings, speaking notes, speeches, templates, terms of reference, Treasury Board submissions.","Formulaires de demande, rapports de vérification, notes d'information, documents du Cabinet, contrats et portées des travaux, correspondance, délégation de pouvoirs, évaluations et rapports environnementaux, rapports d'évaluation, créances et paiements, rapports sur la gestion financière, ententes de contribution et modifications, lignes directrices, consultations auprès des autochtones, avis juridiques, analyses médiatiques, infocapsules, ordres du jour et procès-verbaux de réunions, protocoles d'entente, recommandations ministérielles, rapports de suivi, communiqués de presse, documents de paiement, plans, présentations, procédures, cadres de gestion de programme, données relatives aux projets et aux rapports, examens de projet, présentations de projets, fiches pour les périodes de questions, questions et réponses, comptes rendus de décisions, cadres de risques et de vérification, évaluations des risques, affichages dans les médias sociaux, notes d'allocution, discours, gabarits, mandats, présentations au Conseil du Trésor."
HICC CIP 020,Canada Community-Building Fund,,"Administrative agreements, annual expenditure reports, audit statements, Briefing notes, Cabinet documents, correspondence, delegations of authority, financial management reports, funding agreements and amendments, guidelines, legal advice, media analyses, media lines, meeting agendas and minutes, memoranda, news releases, payment requisitions and payments, plans, presentations, procedures, program control frameworks, project listings for communications, questions and answers, records of decision, reports, risk assessments, speaking notes, statistical analyses, terms of reference, transfer payment, Treasury Board submissions.",
HICC CIP 140,Building Canada Fund – Major Infrastructure Component,Fonds Chantiers Canada – volet Grandes infrastructures,"Audit reports, briefing notes, business cases, Cabinet documents, contribution agreements, correspondence, delegations of authority, environmental assessments and reports, financial claims and payments, financial management reports, guidelines, issues notes, legal advice, media analyses, media lines, meeting agendas and minutes, memoranda, monitoring reports, news releases, payment requisitions, plans, presentations, procedures, program control frameworks, project reviews, project risk analyses, question period cards, records of decision, records of discussion, statements, terms and conditions, Treasury Board submissions.","Rapports de vérification, notes d'information, analyses de rentabilité, documents du Cabinet, ententes de contribution, correspondance, délégations de pouvoirs, évaluations et rapports environnementaux, créances et paiements, rapports sur la gestion financière, lignes directrices, notes sur les enjeux, avis juridiques, analyses médiatiques, infocapsules, ordres du jour et procès-verbaux de réunions, notes de service, rapports de suivi, communiqués de presse, demandes de paiement, plans, présentations, procédures, cadres de gestion de programme, examens de projet, analyses des risques liés aux projets, fiches pour les périodes de questions, comptes rendus de décisions, comptes rendus de discussions, relevés, modalités, présentations au Conseil du Trésor."
HICC CIP 130,Building Canada Fund – Communities Components,Fonds Chantiers Canada – volet Collectivités,"Audit reports, briefing notes, business cases, Cabinet documents, contribution agreements, correspondence, delegations of authority, environmental assessments and reports, financial claims and payments, financial management reports, guidelines, issues notes, legal advice, media analyses, media lines, meeting agendas and minutes, memoranda of understanding, monitoring reports, news releases, payment requisitions, plans, presentations, procedures, program control frameworks, project reviews, project risk analyses, question period cards, records of decision, records of discussion, receipts and vouchers, statements, terms and conditions, Treasury Board submissions.","Rapports de vérification, notes d'information, analyses de rentabilité, documents du Cabinet, ententes de contribution, correspondance, délégations de pouvoirs, évaluations et rapports environnementaux, créances et paiements, rapports sur la gestion financière, lignes directrices, notes sur les enjeux, avis juridiques, analyses médiatiques, infocapsules, ordres du jour et procès-verbaux de réunions, protocoles d'entente, rapports de suivi, communiqués de presse, demandes de paiement, plans, présentations, procédures, cadres de gestion de programme, examens de projet, analyses des risques liés aux projets, fiches pour les périodes de questions, comptes rendus de décisions, comptes rendus de discussions, reçus et récépissés, relevés, modalités, présentations au Conseil du Trésor."
HICC CIP 230,New Building Canada Fund – National Infrastructure Component,Nouveau Fonds Chantiers Canada – volet Infrastructures nationales,"Audit reports, briefing notes, business cases, Cabinet documents, contribution agreements, correspondence, delegations of authority, environmental assessments and reports, financial claims and payments, financial management reports, guidelines, issues notes, legal advice, media analyses, media lines, meeting agendas and minutes, memoranda, monitoring reports, payment requisitions, news releases, plans, presentations, procedures, program control frameworks, project reviews, project risk analyses, question period cards, statements, receipts and vouchers, records of decision, records of discussion, terms and conditions, Treasury Board submissions.","Rapports de vérification, notes d'information, analyses de rentabilité, documents du Cabinet, ententes de contribution, correspondance, délégations de pouvoirs, évaluations et rapports environnementaux, créances et paiements, rapports sur la gestion financière, lignes directrices, notes sur les enjeux, avis juridiques, analyses médiatiques, infocapsules, ordres du jour et procès-verbaux de réunions, notes de service, rapports de suivi, demandes de paiement, communiqués de presse, plans, présentations, procédures, cadres de gestion de programme, examens de projet, analyses des risques liés aux projets, fiches pour les périodes de questions, relevés, reçus et récépissés, comptes rendus de décisions, comptes rendus de discussions, modalités, présentations au Conseil du Trésor."
HICC CIP 240,New Building Canada Fund – Provincial–Territorial Infrastructure Component – National and Regional Projects,Nouveau Fonds Chantiers Canada – volet Infrastructures provinciales territoriales – projets nationaux et régionaux,"Audit reports, briefing notes, business cases, Cabinet documents, contribution agreements, correspondence, delegations of authority, environmental assessments and reports, financial claims and payments, financial management reports, guidelines, issues notes, legal advice, media analyses, media lines, meeting agendas and minutes, memoranda, monitoring reports, news releases, payment requisitions, plans, presentations, procedures, program control frameworks, project reviews, project risk analyses, question period cards, receipts and vouchers, records of decision, records of discussion, statements, terms and conditions, Treasury Board submissions.","Rapports de vérification, notes d'information, analyses de rentabilité, documents du Cabinet, ententes de contribution, correspondance, délégations de pouvoirs, évaluations et rapports environnementaux, créances et paiements, rapports sur la gestion financière, lignes directrices, notes sur les enjeux, avis juridiques, analyses médiatiques, infocapsules, ordres du jour et procès-verbaux de réunions, notes de service, rapports de suivi, communiqués de presse, demandes de paiement, plans, présentations, procédures, cadres de gestion de programme, examens de projet, analyses des risques liés aux projets, fiches pour les périodes de questions, reçus et récépissés, comptes rendus de décisions, comptes rendus de discussions, relevés, modalités, présentations au Conseil du Trésor."
HICC CIP 250,New Building Canada Fund – Provincial–Territorial Infrastructure Component – Small Communities Fund,Nouveau Fonds Chantiers Canada – volet Infrastructures provinciales territoriales – Fonds des petites collectivités,"Audit reports, briefing notes, business cases, Cabinet documents, contribution agreements, correspondence, delegations of authority, environmental assessments and reports, financial claims and payments, financial management reports, guidelines, issues notes, legal advice, media analyses, media lines, meeting agendas and minutes, memoranda, monitoring reports, news releases, payment requisitions, plans, presentations, procedures, program control frameworks, project reviews, project risk analyses, question period cards, receipts and vouchers, records of decision, records of discussion, statements, terms and conditions, Treasury Board submissions.","Rapports de vérification, notes d'information, analyses de rentabilité, documents du Cabinet, ententes de contribution, correspondance, délégations de pouvoirs, évaluations et rapports environnementaux, créances et paiements, rapports sur la gestion financière, lignes directrices, notes sur les enjeux, avis juridiques, analyses médiatiques, infocapsules, ordres du jour et procès-verbaux de réunions, notes de service, rapports de suivi, communiqués de presse, demandes de paiement, plans, présentations, procédures, cadres de gestion de programme, examens de projet, analyses des risques liés aux projets, fiches pour les périodes de questions, reçus et récépissés, comptes rendus de décisions, comptes rendus de discussions, relevés, modalités, présentations au Conseil du Trésor."
HICC CIP 310,Investing in Canada Infrastructure Program – Community Building Streams,Programme d'infrastructure Investir dans le Canada – volets concernant le développement des collectivités,"Audit reports, backgrounders, briefing notes, business cases, Cabinet documents, correspondence, delegation of authority, duty-to-consult determinations, environmental assessments, evaluation reports, financial management reports, guidelines, Integrated Bilateral Agreements and amendments, legal advice, media analyses, media lines, meeting agendas, meeting minutes, monitoring reports, news releases, payment documentation, plans, presentations, procedures, program policies, project and reporting data, project reviews and approvals, project submissions, questions and answers, records of decision, reports, risk assessments, statistical reports, templates, terms and conditions, terms of reference, training materials, Treasury Board submissions.","Rapports de vérification, documents d'information, notes d'information, analyses de rentabilité, documents du Cabinet, correspondance, délégations de pouvoirs, analyses sur l'obligation de consulter, évaluations environnementales, rapports d'évaluation, rapports sur la gestion financière, lignes directrices, ententes bilatérales intégrées et modifications, avis juridiques, analyses médiatiques, infocapsules, ordres du jour de réunions, procès-verbaux de réunions, rapports de suivi, communiqués de presse, documents de paiement, plans, présentations, procédures, politiques de programme, données relatives aux projets et aux rapports, examens et approbations de projet, présentations de projets, questions et réponses, comptes rendus de décisions, rapports, évaluations des risques, rapports statistiques, gabarits, modalités, mandats, matériels de formation, présentations au Conseil du Trésor."
HICC HHB 070,Smart Cities Challenge,Défi des villes intelligentes,"Applicant guides, applicant proposals, briefing notes, Cabinet documents, contribution agreements, correspondence, financial claims and payments, financial reports, legal advice, media analyses, media lines, meeting agendas, news releases, presentations, project reports, proposal assessments, questions and answers, records of decision, Treasury Board submissions.","Guides de demandeur, propositions du demandeur, notes d'information, documents du Cabinet, ententes de contribution, correspondance, créances et paiements, rapports financiers, avis juridiques, analyses médiatiques, infocapsules, ordres du jour de réunions, communiqués de presse, présentations, rapports de projet, évaluations de propositions, questions et réponses, comptes rendus de décisions, présentations au Conseil du Trésor."
HICC CIP 050,Green and Inclusive Community Buildings,,"Application forms, audit reports, briefing notes, Cabinet documents, claims and payments, contracts and scopes of work, correspondence, delegation of authority, environmental assessments and reports, evaluation reports, financial correspondence, financial management reports, funding agreements and amendments, guidelines, Indigenous consultations, legal advice, media analyses, media lines, meeting agendas and minutes, memoranda of understanding, ministerial recommendations, monitoring reports, news releases, payment documentation, plans, presentations, procedures, program control frameworks, project and reporting data, project reviews, project submissions, question period cards, questions and answers, records of decision, risk and audit frameworks, risk assessments, social media postings, speaking notes, speeches, templates, terms of reference, Treasury Board submissions.",
HICC CIP 160,Canada Strategic Infrastructure Fund,Fonds canadien sur l'infrastructure stratégique,"Audit reports, briefing notes, business cases, Cabinet documents, contribution agreements, correspondence, delegations of authority, environmental assessments and reports, financial claims and payments, financial management reports, guidelines, issues notes, legal advice, media analyses, media lines, meeting agendas and minutes, memoranda of understanding plans, monitoring reports, news releases, payment requisitions, presentations, procedures, program control frameworks, project reviews, project risk analyses, question period cards, records of decision, records of discussion, receipts and vouchers, statements, terms and conditions, Treasury Board submissions.","Rapports de vérification, notes d'information, analyses de rentabilité, documents du Cabinet, ententes de contribution, correspondance, délégations de pouvoirs, évaluations et rapports environnementaux, créances et paiements, rapports sur la gestion financière, lignes directrices, notes sur les enjeux, avis juridiques, analyses médiatiques, infocapsules, ordres du jour et procès-verbaux de réunions, protocoles d'entente, plans, rapports de suivi, communiqués de presse, demandes de paiement, présentations, procédures, cadres de gestion de programme, examens de projet, analyses des risques liés aux projets, fiches pour les périodes de questions, comptes rendus de décisions, comptes rendus de discussions, reçus et récépissés, relevés, modalités, présentations au Conseil du Trésor."
HICC IPI 070,Waterfront Toronto,Waterfront Toronto,"Briefing notes, Cabinet documents, contribution agreements, correspondence, delegations of authority, environmental assessments and reports, financial claims and payments, financial management reports, funding proposals, guidelines, legal advice, media analyses, media lines, meeting agendas and minutes, memoranda, monitoring reports, news releases, plans, presentations, procedures, project reviews, questions and answers, records of decision, Treasury Board submissions.","Notes d'information, documents du Cabinet, ententes de contribution, correspondance, délégations de pouvoirs, évaluations et rapports environnementaux, créances et paiements, rapports sur la gestion financière, propositions de financement, lignes directrices, avis juridiques, analyses médiatiques, infocapsules, ordres du jour et procès-verbaux de réunions, notes de service, rapports de suivi, communiqués de presse, plans, présentations, procédures, examens de projet, questions et réponses, comptes rendus de décisions, présentations au Conseil du Trésor."
