record_number,name_en,name_fr,document_types_en,document_types_fr
LAC CMHI 010,Federal Libraries Coordination Secretariat (formerly the Council of Federal Libraries Secretariat),Secrétariat pour la coordination des bibliothèques fédérales (anciennement le Conseil des bibliothèques du gouvernement fédéral),"Meeting notes about advisory committees and working groups; workshop notes on management topics, such as copyright; a list of fees for services; elections of steering committee members; publishing plans and publications information series packages; newsletters; annual reports; list of web and GCpedia sites; electronic discussion list.","Notes de réunions des comités consultatifs et des groupes de travail; notes des ateliers liées à la gestion, notamment le droit d’auteur; liste des frais de service; élections des membres du comité directeur; programmes de publications et trousses d’information; bulletins; rapports annuels; liste de sites Web et de GCpédia; tribune électronique."
LAC CMGI 200,Government of Canada Information Management Events,Événements de gestion de l’information du gouvernement du Canada,"Conference materials including planning and logistics, invitations, registration forms, lists of attendees, contracts, memoranda of understanding, presentations, speaking notes, locations, dates, expenses, evaluation forms, event protocols, frequently asked questions, reports and statistics.","Documents de conférence portant notamment sur la planification et la logistique, invitations, formulaires d’inscription, listes des personnes présentes, contrats, protocoles d’entente, présentations, notes d’allocution, lieux, dates, dépenses, formulaires d’évaluation, protocoles pour les événements, foires aux questions, rapports, statistiques."
LAC CMGI 300,Liaison Centre,Centre de liaison,"Questions from clients and responses provided, maintained in the Query Management System database. Information may include names, addresses and telephone numbers.","Questions de clients et réponses données, conservées dans la base de données du Système de gestion des demandes. Cela peut comprendre des noms, des adresses et des numéros de téléphone."
LAC CMGI 400,Participation in National and International Organizations Related to Information Management,Contribution à des organisations nationales et internationales liées à la gestion de l’information,"Correspondence, agendas, minutes, policies, standards, reports.","Correspondance, ordres du jour, procès-verbaux, politiques, normes, rapports."
LAC CMGI 100,Disposition Authorizations,Autorisations de disposition,"Disposition authorizations and associated appendices, briefing notes, appraisal reports, validation reports and application guides; guidelines and procedures related to the management of information and to the disposition program; and documents related to liaison with Government of Canada institutions subject to the [*Library and Archives of Canada Act*](http://laws-lois.justice.gc.ca/eng/acts/L-7.7/).","Autorisations de disposition et annexes liées, notes d’information, rapports d’évaluation, rapports de validation, guides de mise en application; lignes directrices et procédures relatives à la gestion de l’information et au programme de disposition; ainsi que documents concernant les relations avec le gouvernement du Canada visées par la *Loi sur la Bibliothèque et les Archives du Canada*."
LAC CMGI 350,Disposition and Recordkeeping Portal (DRKP),Portail de disposition et de tenue de documents (PDTD),"Disposition authorizations, disposition frameworks, application guides.","Autorisations de disposition, cadres de disposition, guides d’application."
LAC DHC 300,Audiovisual and Motion Picture Film Copying,Reproduction de films et de documents audiovisuels,"Policy and strategy documents, work order documentation.","Documents de politique et de stratégie, documentation sur les bons de travail."
LAC DHC 320,Conservation,Conservation,"Policy documents, work order documentation, condition reports, treatment reports, photographic images.","Documents de politiques, documentation sur les bons de travail, rapports sur l’état de conservation, rapports de traitement, photographies."
LAC DHC 315,Digital Preservation,Préservation numérique,"Database containing metadata describing the holdings stored in LAC’s preservation vaults, as well as access copies. Policies, procedures, statistical reports, presentations, strategies, project management documents, systems development documents, reports and analyses.","Base de données contenant des métadonnées décrivant les fonds documentaires numériques conservés dans les chambres fortes de BAC ainsi que des copies de consultation; politiques, procédures, rapports statistiques, présentations, stratégies, documents liés à la gestion de projets, documents concernant la conception des systèmes, rapports et analyses."
LAC DHC 310,Digitization,Numérisation,"Policy and strategy documents, work order documentation.","Documents de politique ou de stratégie, documentation sur les commandes de travail."
LAC DHC 225,Environmental Monitoring,Surveillance de l’environnement,"Raw data, graphs, short summary reports.","Données brutes ou graphiques, rapports sommaires."
LAC DHC 340,Collections Monitoring,Surveillance de la collection,"Databases, spreadsheets, reports.","Bases de données, tableurs, rapports."
LAC DHC 031,Pest Monitoring,Surveillance de la vermine,Spreadsheets.,Tableurs
LAC DHC 330,Loans for Exhibition (CoR),Prêts destinés aux expositions (CD),"Policies and procedures, loan agreements, administrative materials, condition reports, insurance, facilities reports and publications.","Politiques et procédures, ententes de prêt, documents administratifs, rapports sur l’état du matériel, assurances, rapport sur les installations et les publications."
LAC PS 090,Loans to Other Institutions (CoR),Prêts à d’autres institutions (CD),"Loan requests, correspondence, statistics and policies.","Demandes de prêts entre bibliothèques, correspondances, statistiques, politiques."
LAC PS 013,Reference and Related Services (CoR),Services de référence et services connexes (CD),"Forms including user agreements, registration, reprography and client requests; logs, data and statistical records; reports generated by data management systems; correspondence; agendas, minutes and other meeting documents; procedures, guidelines, manuals and service standards; presentations; documents to support public tours and workshops.","Formulaires concernant les contrats d’utilisation, les inscriptions, les reprographies et les demandes des clients; registres, données et documents statistiques; rapports générés par les systèmes de gestion de données; correspondances; ordres du jour, procès-verbaux et autres documents de réunion; procédures, lignes directrices, manuels et normes de service; présentations; documents de soutien concernant les visites guidées et les ateliers."
LAC PS 170,Symbols and Interlibrary Loan Policies in Canada (CoR),Sigles et politiques de prêt entre bibliothèques au Canada (CD),"Correspondence, directory data and policy documentation.","Correspondances, données référentielles, documentation sur les politiques."
LAC CMHI 155,Information Transferred to the Legal Control of LAC Pursuant to Order-in-Council 1971–1989 (CoR),Information transférée sous la responsabilité légale de BAC conformément au décret 1971-1989 (CD),Personnel files.,Dossiers du personnel.
LAC CMHI 170,LAC Winnipeg Inquiries on Personnel Information Files (CoR),Demandes concernant les dossiers de renseignements personnels au point de service de BAC à Winnipeg (CD),"Individuals’ employment history with federal departments, pension details (if available) and personal information. Documents may also include frequently asked questions, reports and statistics.","Historique de carrière d’anciens fonctionnaires fédéraux, renseignements sur la pension (si disponibles) et renseignements personnels. Les documents peuvent également contenir des foires aux questions, des rapports et des statistiques."
