record_number,name_en,name_fr,document_types_en,document_types_fr
DND MDO 170,Auxiliary Fleet Administration,Administration - navires auxiliaires,General administration; docking and undocking reports; finance and accounting; replacement program; equipment; and personnel.,"Administration générale, rapports - accostage et appareillage, finances et comptabilité, programme de remplacement, équipement et personnel."
DND ADO 240,Air Regulations and Orders,Ordonnances et règlements aériens,"Aircraft infraction reports, investigations, policies and procedures, air worthiness requirements, air regulation orders.","Rapports d'infraction d'avion, enquêtes, politiques et procédures, exigences de navigabilité, ordonnances du Règlement de l'Air."
DND ADO 245,Air Traffic Control,Contrôle de la circulation aérienne,"Reference material on policies and procedures; DND/TC use of airspace, MOU, LOAs and waivers, and program standards.","Documents de référence sur les politiques et procédures, utilisation de l'espace aérien par le MDN/TC, PE, LA et renonciations et normes des programmes."
DND ADO 250,Air Weapons Safety,Sécurité des armes aériennes,"Reference material on policies and procedures, surveys and reports.","Documents de référence sur les politiques et les procédures, études et rapports."
DND TRD 690,Canadian Forces Mobile Support Equipment Safety Program,Programme de sécurité du matériel mobile de soutien des Forces canadiennes,"Reports, returns and statistics; and competitions and awards.","Rapports, relevés et statistiques, concours et récompenses."
DND FSD 090,Aircraft Accidents,Incidents d'aéronefs,Aircraft Accidents - general; returns and summaries; aircraft of other countries; investigations; Canadian Forces and Transport Canada coordination; and salvage and wreckage recovery.,"Incidents d'aéronefs - généralités, relevés et résumés, appareils d'autres pays, enquêtes, coordination des Forces canadiennes et de Transports Canada, et récupération des aéronefs et des épaves."
DND FSD 095,Aircraft Flight Safety,Aéronefs - Sécurité aérienne,Statistics; industrial flight safety surveys; and bird hazards,"Statistiques, enquêtes sur la sécurité des vols industriels et dangers liés aux oiseaux."
DND MDO 175,Maritime Collisions,Collisions maritimes,Groundings; berthing incidents; and mishaps.,"Échouements, incidents de mouillage et accidents."
DND ADO 255,Flight Information,Information de vol,"publications; and aeronautical charts, flying regulations, orders and instructions.","Publications, cartes aéronautiques, réglementations de vol, ordonnances et instructions."
DND MDO 200,CANSOFCOM Readiness,Disponibilité opérationnelle COMFOSCAN,"Command briefings, facilities, intelligence, studies, publications, plans, and analyses.","Notes de synthèse du commandement, installations, renseignement, plans et analyses."
DND SUB 675,Food Services,Services alimentaires,General; staff visits; and unit returns.,"Généralités, visites d'état-major et rapports des unités."
DND TRD 685,Postal Services,Services postaux,Handling of mail; regulations; postal inspections; special arrangements; and financial operations.,"Traitement du courrier, règlements, inspections, arrangements spéciaux et opérations financières."
DND RDP 759,International Military Training and Cooperation,Formation et collaboration militaire internationale,"Cooperation/agreement documentation with member countries, admission/participation of member countries, performance and risk reporting, projects sponsored by GAC, country rating profiles, communication with Canadian Defence Attachés, trip reports, special project approval documents and ministerial submissions.","Documentation de collaboration/ententes avec les pays membres, admission/participation des pays membres, rapports sur le rendement et les risques, projets parrainés par l'AMC, profils d'évaluation des pays, communication avec les attachés de défense du Canada, rapports de voyages, documents d'approbation des projets spéciaux et les présentations ministérielles."
DND MPO 295,"Chemical, Biological, Radiological and Nuclear Defence","Défense contre les agents chimiques, biologiques, radiologiques et nucléaires","Equipment; and nuclear, biological and chemical training.","Équipement, instruction nucléaire, biologique et chimique."
DND ADO 290,Air Training,Entraînement aérien,"Training flights; flying boats; parachuting; aircrew; packer rigger; weapons instructor; and meteorology, air operational, search and rescue staff studies, aircrew training, proficiency flying & examinations, aerospace systems courses, tactical airlift training, familiarization flight, and flying supervisor's course.","Vols d'entraînement, hydravions à coques, parachutage, personnel navigant, arrimeur - largueur, instructeur en armements, météorologie, opérations aériennes, enquêtes sur le personnel de recherche et de sauvetage, instruction du personnel navigant, perfectionnement des compétences de pilote et examens, cours sur les systèmes aérospatiaux, instruction sur le transport aérien tactique, vol de familiarisation et cours de supervision des opérations aériennes."
DND LDO 205,Command and Control – Land,Commandement et contrôle - Terre,"Command briefings, productions, facilities, intelligence, studies, publications, plans, and analyses.","Notes de synthèse du commandement, productions, installations, renseignement, études, publications, plans et analyses."
DND MDO 180,Command and Control – Sea,Commandement et contrôle - Mer,"Command briefing, productions, facilities, intelligence, studies, and publications, plans, and analyses.","Note de synthèse du commandement, productions, installations, renseignements, études, publications, plans et analyses."
DND ADO 180,Command and Control – Air,Commandement et contrôle - Air,"Command briefing, productions, facilities, intelligence, studies, and publications, plans, and analyses.","Note de synthèse du commandement, productions, installations, renseignements, études, publications, plans et analyses."
DND PSB 395,Canadian Forces Physical Education and Recreation,Éducation physique et loisirs - Forces canadiennes,Policy; physical education and recreation - sports; and sports competitions and championships - national and international.,"Politiques, éducation physique et loisirs - sports, et compétitions et championnats sportifs - nationaux et internationaux."
DND PDB 365,Officer Development,Perfectionnement des officiers,Officer professional development program; the granting of degrees; post commissioning - general; entry and initial training; staff courses - general; and staff college training requirements.,"Programme de perfectionnement professionnel des officiers, remise des diplômes, perfectionnement postérieur à l'obtention du brevet - généralités, entraînement de base et formation au moment de l'enrôlement, cours d'état-major - généralités, et exigences relatives aux cours d'état-major."
DND MUD 585,Occupation Evaluation and Structure,Évaluation et structure du groupe professionnel militaire,Policy on military occupation.,Politique relative au GPM.
DND MUD 565,Employment,Emploi,Military employment of personnel resources and military reserves employment.,Emploi militaire des ressources en personnel et Emploi du personnel de réserve.
DND RET 375,Enrolment and Recruiting,Enrôlement et recrutement,"Recruiting advertising; enrolment enquiries for Canadians, aliens, and officer applicants, and for regular officer training plan; enrolment applications for officer candidate training plan and for females.","Annonces de recrutement, demandes de renseignements pour l'enrôlement des Canadiens, des étrangers et des officiers et pour le programme de formation des officiers de la Force régulière, demandes d'enrôlement dans le programme d'instruction pour les aspirants-officiers et pour les femmes."
DND OMD 160,Establishment and Official Position List,Effectif et liste officielle des postes,Canadian Forces establishments (monthly and quarterly establishment recapitulations); civilian official position list; on-site manpower evaluation reports.,"Effectifs des Forces canadiennes (récapitulations mensuelles et trimestrielles des effectifs), liste officielle des postes civils, et rapports d'évaluation de la main-d'œuvre sur place."
DND OMD 155,Organization,Organisation,Organization policy and procedures; Canadian Forces Organization Orders; and unit identification codes.,"Politiques et méthodes d'organisation, ordonnances d'organisation des Forces canadiennes et codes d'identification des unités."
DND SMR 100,Sexual Misconduct Support and Resource Centre (SMSRC),,"Contact forms, promotional material, training material, policies, guidelines, procedures, training manuals, educational material, statistical and evaluation reports (including annual reports), written correspondence, case files, requests for information, request forms, letters, estimates, working notes, news clippings, summaries of analyses, response packages, requests to correct personal information, copies of relevant legislation, regulations and related policy instruments, internal policies, guidelines, directives and procedures, legal opinions, copies of audits and/or investigations, delegation of authority, staff schedules, file lists, indices or finding aids, reports, memoranda and correspondence files.",
DND SMR 101,Restorative Engagement Records,Dossiers relatifs aux démarches réparatrices,"Claim Form information, contact/intake forms, consent forms, confidentiality agreements, defence representative nomination forms, case files, feedback forms, submissions by affected program participants detailing victimization experiences, written correspondence, letters, working notes, audio/video recordings, summaries of analyses, response packages, training material and manuals, educational material, statistical and evaluation reports (including annual reports), requests to correct personal information, copies of relevant legislation, regulations and related policy instruments, internal policies, guidelines, directives and procedures, legal opinions, copies of audits and/or investigations, delegation of authority, staff schedules, file lists, reports, memoranda, and correspondence files.",
DND SMR 102,Independent Legal Assistance Records,Documents d'assistance juridique indépendante,"ILAP application and attestation form, contact/intake forms, case tracking and payment tracking spreadsheets, lawyer invoices, direct deposit forms, financial reconciliation reports, written correspondence/messages, working notes, eligibility and reimbursement amount decisions, requests to correct personal information, copies of relevant legislation, regulations and related policy instruments, internal policies, guidelines, directives and procedures, legal opinions, copies of audits and/or investigations, delegation of authority, staff schedules, file lists, reports, memoranda, and correspondence files.",
DND SMR 103,Peer Support Records,Dossiers du Programme de soutien par les pairs,"contact/expression of interest forms, intake forms, consent forms, confidentiality agreements, code of conduct form, case notes/files, client tracking spreadsheet, written correspondence, letters, contact lists, completed surveys and questionnaires, exit interview notes, response packages, training material and manuals, education and resource support material, guides, session topic summary documents, session summary reports, statistical and evaluation reports (including annual reports), requests to correct personal information, copies of relevant legislation, regulations and related policy instruments, internal policies, guidelines, directives and procedures, legal opinions, copies of audits and/or investigations, delegation of authority, staff schedules, file lists, reports, memoranda, and correspondence files.",
DND SGB 495,Health Care Programs and Services,Programmes et services de soins de santé,"Corporate documents, including Executive Direction, Chain of Command, Professional-Technical Network, Senior Review Board/Project Management Board Inputs, and Executive Meeting Records. Documents regarding Spectrum of Care, entitlements to CF Health programs, services and treatment, health assessments and recruitment health. Pharmaceuticals, drugs and health products records. Performance Measurement, Workload Measurement, including monitoring and evaluating outcomes, Quality Assurance and Quality improvement Reports (Internal Audit), Action Plans and Lessons Learned. Force Health Protection including strategies to enhance health promotion, illness prevention and risk mitigation, and indicators of health. Medical operations including health science, research and development, reports, surveillance, tracking and statistics, health studies, surveys, publications, service contract administration records and accreditation records.","Documents corporatifs, y compris la direction administrative, la chaîne de commandement, le réseau professionnel et technique, les intrants du comité supérieur de révision et du comité de gestion des projets et les dossiers des réunions de direction. Documents concernant la gamme des soins, des programmes du droit à la santé des FC, les services et traitement, l'évaluation de la santé et le recrutement. Produits pharmaceutiques, dossiers sur les médicaments et produits de santé. Mesure du rendement, mesure de la charge de travail, incluant la surveillance et l'évaluation des résultats, assurance de la qualité et amélioration de la qualité des rapports (vérification interne), plans d'action et leçons retenues. Protection de la santé dans les Forces incluant des stratégies pour renforcer la promotion de la santé, prévention des maladies et atténuation des risques et indicateurs de la santé. Opérations médicales incluant la science de la santé, la recherche et le développement, les rapports, la surveillance, le suivi et les statistiques, les études sur la santé, les enquêtes, les publications, les dossiers administratifs des contrats de travail et les dossiers d'accréditation."
DND SGB 496,Health and Benefit Claims Processing,Traitement des demandes de soins de santé et de prestations,"Agreements, briefings notes, contracts, correspondence, decision records, evaluations, legal opinions, memoranda of understanding, presentations and reports.","Ententes, notes de synthèse, contrats, correspondance, relevés de décisions, évaluations, avis juridiques, protocoles d’entente, présentations et rapports."
DND SOF 100,Optimizing Performance Force and Family (OPF2) Records,,"Military personnel information, training records, deployment activities, medical records, responses to research questions, reports, dashboards, statistics, briefing notes, and other research related outputs.",
DND DLO 101,Litigation Claims Processing,Traitement des réclamations liées à des litiges,"lawsuits, settlement documentation, claim forms, grievance and conflict records, investigation reports, witness statements, sanctions/discipline, dispute resolution evaluation reports, medical information reports, personnel file information, administrative and security reports, policy reports, investigation reports, ceremony arrangements, citations, and awards.","poursuites judiciaires, documents de règlement, formulaires de réclamation, dossiers de griefs et de conflits, rapports d'enquête, déclarations de témoins, sanctions/discipline, rapports d'évaluation de règlement des différends, rapports d'information médicale, informations sur les dossiers du personnel, rapports administratifs et de sécurité, rapports de politique, rapports d'enquête, arrangements de cérémonie, mentions élogieuses et récompenses."
DND PSB 405,Welfare,Bien-être,"Financial counselling, and social work services.",Conseils financiers; services de travailleurs sociaux.
DND CBD 450,Personnel Insurance,Assurance personnelle,Hospital and medical; Medicare; service income security insurance plan; etc.,"Soins médicaux et hospitaliers; assurance-maladie; régime d'assurance-revenu militaire, etc."
DND DEP 465,Education of Children of Members of the Canadian Forces,Éducation des enfants des membres des Forces canadiennes,Overseas (schools); teachers' recruitment and nomination (overseas schools); financial; reports and statistics; non-resident school fees (Canada); and teachers' salaries (in Canada).,Écoles outre-mer; recrutement et nomination des enseignants (écoles outre-mer); finances; rapports et statistiques; frais d'inscription pour non-résidents (Canada); et traitement des enseignants (au Canada).
DND CSA 520,Careers,Carrières,"Policies on careers, career development program, postings, engagement, re-mustering and promotions; posting orders and instructions; and postings - temporary duty to courses; extension of service, vested rights, and liability to serve; qualification requirements","Politiques relatives aux carrières, au programme de perfectionnement professionnel, aux affectations, à l'enrôlement, au reclassement et aux promotions; ordres et instructions d'affectation; affectations et périodes temporaires - cours; prolongation de la période de service, droits acquis, et obligation de servir; exigences de qualification."
DND DOC 430,Appointments,Nominations,Senior Appointments; aides-de-camp commanders; colonel commandants; colonel of the regiment; and honorary.,"Nominations supérieures, aides-de-camp, commandants; colonels commandants; colonels de régiments; nominations honorifiques."
DND CSA 550,Retirement,Retraite,Policy; premature Retirement; and compulsory Retirement.,Politiques; retraite anticipée et retraite obligatoire.
DND CSA 540,Releases,Libérations,Policy; officers; and other ranks.,Politiques; officiers et autres grades.
DND CSA 560,CAF Relocation,Fichier de renseignements personnels du Programme de réinstallation des FAC,"Relocation expense claims, documents supporting claim, adjudication decision sheets, moving and storage company information, passports, vehicle records, move/packing list of household goods and effects, and copies of institution-specific policies and procedures.","Demandes de remboursement des frais de réinstallation et documents justificatifs, comptes rendus de décisions, renseignements sur des entreprises de déménagement et d’entreposage, passeports, dossiers de véhicules, liste d’articles de ménage et d’effets personnels pour déménagement ou emballage, copies de politiques ou de procédures propres à l’institution."
DND CRC 485,Chaplain Services,Services d'aumônerie,"Chancery activities, religious services, religious training, parish organization and administration, pastoral activities, liturgy, religious education, vocations, moral issues, schools, chapels, ecclesiastical equipment, pilgrimages, ecclesiastical terms of reference command, base and officiating chaplains, ecclesiastical monthly reports, and ecumenism.",Activités de chancellerie et services religieux; formation religieuse; organisation et administration de la paroisse; activités pastorales; liturgie; éducation religieuse; vocations; questions morales; écoles; chapelles; articles d'équipement ecclésiastique; pèlerinages; attributions ecclésiastiques; aumôniers substituts de commandement ou de base; rapports ecclésiastiques mensuels; et œcuménisme.
DND JAG 035,Courts Martial,Cours martiales,"Court Proceeding documents that may include convening orders, letters of advisement to the accused's chain of command of court martial notification and logistical requirements, list of eligible military members for panel selection and appointment, notification to accused of eligibility to elect the type of courts martial he/she wishes to be tried by pursuant to section 165.193 of the *National Defence Act*, Minutes of Proceedings, Court decisions, Business Plan, Budget, Acquisition Purchases and Military Travel Expense Claims.","Documents sur les instances judiciaires, notamment les ordres de convocation, les lettres d'information à la chaîne de commandement de l'accusé de l'avis de la cour martiale et des besoins logistiques, la liste des militaires admissibles pour le choix et la nomination des jurés, l'avis à l'accusé de la possibilité de choisir la cour martiale conformément aux articles 165.193 de la *Loi sur la défense nationale*, les procès-verbaux des délibérations, les décisions du tribunal, le plan des activités, le budget, les achats et les demandes de remboursement des dépenses de déplacement des militaires."
DND JAG 015,CAF Legal Matters,Questions juridiques des FAC,"General; lease termination liability; citizenship; Department of National Defence personnel testifying as witnesses; military courts; civil courts; Broadcast Musical Industries Canada Ltd. performing right fees; liability for loss and damage; non-military use of Canadian Forces trademarks, designs, titles, names, uniforms; application for incorporation; employment of civilian counsel - drivers of Department vehicles outside Canada; attendance at judicial proceedings; affidavits and statutory declarations; federal role in law enforcement in Canada; research projects, law, Judge Advocate General; and legal opinions, Judge Advocate General.","Généralités; indemnités de résolution de bail; citoyenneté; personnel du ministère de la Défense nationale appelé à témoigner; tribunaux militaires; tribunaux civils; droits d'exécution - Broadcast Musical Industries Canada Ltd; indemnités pour pertes et dommages; usage non militaire des marques, désignations, titres, noms, uniformes des Forces canadiennes; demande d'incorporation; emploi d'avocat civil; conducteurs de véhicules du MDN hors du Canada; participation aux procédures judiciaires; affidavits et déclarations statutaires; rôle des autorités fédérales dans l'application des lois au Canada; projets de recherches - lois - juge-avocat général; et avis juridiques - juge-avocat général."
DND MIS 085,CAF Security and Investigations,Enquêtes et sécurité des FAC,"Security in an emergency; internal Security operations; Security education (policy, bulletins, posters); briefings (by country); Security information systems (research and development); physical safeguards; release of information (by country); technical Security inspections; Security of installations (bases/units); Security of personnel training; and counter-intelligence.","Documents relatifs à la sécurité en cas d'urgence; aux opérations de sécurité intérieure; à l'éducation en matière de sécurité, notamment les politiques, les bulletins et les affiches; aux breffages - par pays; aux systèmes d'information sur la sécurité, notamment recherche et développement; aux systèmes de protection physique; à la diffusion de l'information - par pays; aux inspections de sécurité technique; à la sécurité des installations comme les bases et les unités; et à la sécurité de l'instruction du personnel et du contre-renseignement."
DND MCE 330,Communications Training and Employment,Communications - Formation et emploi,"Communications training, including security; electronic warfare; communications officer Training and Employment; and employment of communications personnel.","Formation sur les communications, notamment la sécurité et la guerre électronique; formation et emploi de l'officier des communications; et emploi du personnel des communications"
DND PDB 350,Officer Production,Formation d'officiers,Regular officer training plan; officer candidate training plan; and the admission of women to military colleges.,Programme de formation (officiers de la Force régulière); programme de formation (aspirants-officiers); et admission des femmes aux collèges militaires
DND RET 370,CAF Training,Instruction dans les FAC,Basic training; courses in-service; courses out-service; management training; post-graduate training; and training technology.,Instruction de base; cours militaires; cours non militaires; formation à la gestion; études supérieures; et techniques de formation.
